primeras_150_palabras,sentiment,total_duplicadas,ids_duplicadas,review
"An Epic Story of Hope constrained by budget and limited artistic ambition. Seeing as Terrence Malick produced this, I expected something haunting and lyrical. Instead, we get a typical Norwegian co-production (""Revolution"" with Al Pacino, anyone?), where - quite possibly - good intentions are scuppered by a dreadful screenplay, and where many of the characters are reduced to stereotypes. The ""me-Tarzan-you-Jane"" English dialogue between the non-English-speaking protagonists is particularly cringeworthy  one could speculate whether Nick Nolte and Tim Roth ad-libbed their own, as they almost sound like real people. The story is loaded with implausibility: we are expected to believe that Binh can speak a smattering of English after having spent his entire life living as a peasant slave (his vocabulary, but unfortunately not grammatical command, increases impressively in the Malayan refugee camp, without the benefit of night classes). Coincidence is rife; I wonder whether an hour or two",negative,2,"12870, 37015","An Epic Story of Hope constrained by budget and limited artistic ambition. Seeing as Terrence Malick produced this, I expected something haunting and lyrical. Instead, we get a typical Norwegian co-production (""Revolution"" with Al Pacino, anyone?), where - quite possibly - good intentions are scuppered by a dreadful screenplay, and where many of the characters are reduced to stereotypes. The ""me-Tarzan-you-Jane"" English dialogue between the non-English-speaking protagonists is particularly cringeworthy  one could speculate whether Nick Nolte and Tim Roth ad-libbed their own, as they almost sound like real people. The story is loaded with implausibility: we are expected to believe that Binh can speak a smattering of English after having spent his entire life living as a peasant slave (his vocabulary, but unfortunately not grammatical command, increases impressively in the Malayan refugee camp, without the benefit of night classes). Coincidence is rife; I wonder whether an hour or two has been edited from the first third: he tracks down his mother in Ho Chi Minh City almost immediately - after bumping into his thirty year younger half brother, who nonchalantly recognises him! Mum gives him a gold locket (or something similar of great value) as they part, but this is never referred to again. His relationship with ""Me Dead Inside"" Ling is supposed to provide the obligatory ""love interest"", but feels as artificial as Leonardo and Cameron in ""Gangs Of New York"". <br /><br />The voyage in the rust bucket of a boat does convey a sense of the appalling conditions that human trafficking entails. Indeed, the only time the film is remotely exciting and unpredictable, is the jerky, hand-held footage shot from the bridge during choppy weather conditions. (Incidentally, a boat cruise from Malaysia to New York via The Cape Of Good Hope and the African coast, without stopping for fuel or supplies, is certainly an epic journey). The beautiful shot of the New York skyline echoes Malick's use of magic hour, but I want to know why the Coast Guard didn't show up. Perhaps they were watching the Super Bowl, or something. Of course, Binh manages to track down his blind old Dad on a remote farm in Texas, with the same navigational flair he displayed in Ho Chi Minh City. I was impressed at how Nick Nolte could wander around digging fields and feeding horses on a large ranch without the aid of a guide dog or white stick. For demonstration of how a story about the travails befalling refugees could be structured and shot on a small budget, check out Michael Winterbottom's far superior ""In This World""."
"Although there were a few rough spots and some plot lines that weren't exactly true to character, this was Classic H:LOTS. The characters, outside of Mike Giardello (Giancarlo Esposito), were true to form, and the reunion scenes of Pembleton (Andre Braugher) and Bayliss (Kyle Secor) were as deep and well acted as anything ever to grace the small screen.<br /><br />""Homicide: The Movie"" aka ""Life Everlasting"" is a fan flick, but stands on its own as well as any 2-hour episode of the series. Fontana, Overmeyer and Yoshimura did a wonderful job in pulling loose ends from 7 seasons and every major cast member of ""the best damn show on television"" together for the series finale that NBC never bothered to give it. True to ""Homicide"" form, there were no happy endings, such is life. That's what has always set this show apart from the mindless cookie-cutter cop shows left",positive,2,"35382, 46372","Although there were a few rough spots and some plot lines that weren't exactly true to character, this was Classic H:LOTS. The characters, outside of Mike Giardello (Giancarlo Esposito), were true to form, and the reunion scenes of Pembleton (Andre Braugher) and Bayliss (Kyle Secor) were as deep and well acted as anything ever to grace the small screen.<br /><br />""Homicide: The Movie"" aka ""Life Everlasting"" is a fan flick, but stands on its own as well as any 2-hour episode of the series. Fontana, Overmeyer and Yoshimura did a wonderful job in pulling loose ends from 7 seasons and every major cast member of ""the best damn show on television"" together for the series finale that NBC never bothered to give it. True to ""Homicide"" form, there were no happy endings, such is life. That's what has always set this show apart from the mindless cookie-cutter cop shows left on television. Kudos to the writers and the cast for creating something over the span of the series and in the movie that challenged television viewers and producers alike.<br /><br />** I call myself a ""Homicidal Maniac"" if for no other reason than to keep my co-workers in a cooperative mood. **"
"Although I can see the potentially redeeming qualities in this film by way of it's intrigue, I most certainly thought that the painfully long nature in the way the scene structure played out was too much to ask of most viewers. Enormous holes in the screenplay such as the never explained ""your father died today"" comment by the mother made it even harder to try to make sense of these characters.<br /><br />This won first place at Cannes in 2001 which is a shock considering. Perhaps the French had been starved for film noir that year and were desperate for something as sadistic as this film. I understood the long scenes as a device to keep the viewer as uncomfortable as possible but when matched with the inability to relate to the main character it went too far for me and kept me at arms distance from the story altogether.<br",negative,2,"13215, 49196","Although I can see the potentially redeeming qualities in this film by way of it's intrigue, I most certainly thought that the painfully long nature in the way the scene structure played out was too much to ask of most viewers. Enormous holes in the screenplay such as the never explained ""your father died today"" comment by the mother made it even harder to try to make sense of these characters.<br /><br />This won first place at Cannes in 2001 which is a shock considering. Perhaps the French had been starved for film noir that year and were desperate for something as sadistic as this film. I understood the long scenes as a device to keep the viewer as uncomfortable as possible but when matched with the inability to relate to the main character it went too far for me and kept me at arms distance from the story altogether.<br /><br />This is a film for only the most dedicated fan of film noir and one who expects no gratification from having watched a film once it's over. I LOVED movies such as ""Trainspotting"" or ""Requiem for a Dream"" - which were far more disturbing but at least gave the viewer something in the way of editing and pacing. To watch this teachers slow and painful silence scene after scene just became so redundant that I found it tedious - and I really wanted to like this film at every turn."
"Alright, we start in the office of a shrink, and apparently not a very good one. The main hero from the first Jack Frost is in the shrinks office blurting out random rhymes about Jack Frost. Gee, alright my brother is yelling ''Turn it off!''. Anyway, back to the crappy movie.<br /><br />The shrink has his speaker phone on and is letting his secretary and her friends listen in on this heroic insane sheriff. I suppose he is supposed to be the hero from the first movie, but he looks nothing like him!. Yadda yadda yadda, they laugh at the poor sheriff, yadda yadda. Now some people are digging up the anti-frozed snowman, yadda yadda, now we're in a lab with some type of doctor people.. I don't quite see how this has to do anything, but their poking the anti-freeze/Evil killer mutant snowman with needles, heating it, shocking it,",negative,2,"7322, 25062","Alright, we start in the office of a shrink, and apparently not a very good one. The main hero from the first Jack Frost is in the shrinks office blurting out random rhymes about Jack Frost. Gee, alright my brother is yelling ''Turn it off!''. Anyway, back to the crappy movie.<br /><br />The shrink has his speaker phone on and is letting his secretary and her friends listen in on this heroic insane sheriff. I suppose he is supposed to be the hero from the first movie, but he looks nothing like him!. Yadda yadda yadda, they laugh at the poor sheriff, yadda yadda. Now some people are digging up the anti-frozed snowman, yadda yadda, now we're in a lab with some type of doctor people.. I don't quite see how this has to do anything, but their poking the anti-freeze/Evil killer mutant snowman with needles, heating it, shocking it, adding strange and bizarre chemicals to it, the whole nine yards. Nothing. Alright, they give up and leave it in a fish tank. One of the doctors leaves his coffee on the top of the tank. The janitor walks in, cleans stuff, bumps the fishtank and the coffee spills the tank which makes Jack alive.<br /><br />Behold the power of mocha! Now somehow he is in..uh.. i believe the Bahamas... but it looked more like Hawaii.. But it couldn't be Hawaii! Unless they spent all of their budget on the dang air plane tickets. Bah.. I wont spoil the rest of this rotten movie, so you'll have to rent it and watch it your self... Er... i wouldn't suggest doing so though.... Sheesh.."
"Alfred Hitchcock invented any kind of thriller you could think of:he set the standards so high that any director who makes a suspense movie will be fatally compared to him.<br /><br />The main subject of this Bullock vehicle ,all the ideas,almost everything was already in Hitchcock's classic "" Rope"":the two students who commit a gratuitous crime, Nietsche's philosophy,and the clues that the boys disseminate ,the Master was the first to transfer them to the screen.And with an eighty-minute movie which was a technical riveting tour de force.<br /><br />""Murder by numbers "" does not take place in a single room,like ""the rope"" ,mind you.And ,what a supreme originality,it pits two cops against the evil youngsters;and ,you would never guess it,these two cops are very different:actually,Bullock plays the part of woman living like a man ,and her partner (Chaplin) is as shy as a clueless girlie.The two boys' performances are not",negative,2,"17999, 29324","Alfred Hitchcock invented any kind of thriller you could think of:he set the standards so high that any director who makes a suspense movie will be fatally compared to him.<br /><br />The main subject of this Bullock vehicle ,all the ideas,almost everything was already in Hitchcock's classic "" Rope"":the two students who commit a gratuitous crime, Nietsche's philosophy,and the clues that the boys disseminate ,the Master was the first to transfer them to the screen.And with an eighty-minute movie which was a technical riveting tour de force.<br /><br />""Murder by numbers "" does not take place in a single room,like ""the rope"" ,mind you.And ,what a supreme originality,it pits two cops against the evil youngsters;and ,you would never guess it,these two cops are very different:actually,Bullock plays the part of woman living like a man ,and her partner (Chaplin) is as shy as a clueless girlie.The two boys' performances are not really mind-boggling ,not as good ,as ,say ,that of Edward Norton in ""primal fear"" .<br /><br />Well,you know ,"" Rope"" was so good ...."
"Alexandra Ripley wrote a horrible sequel to Margaret Mitchell's masterpiece book published in the 1930's. Margaret Mitchell's heirs sold out their rights and for big bucks allowed Alexandra Ripley to write a piece of junk book even worse than Barbara Cortland romance novels. I was a huge fan of Margaret Mitchells book and the fake sequel by Alexandra Ripley was written just to cash in for money.<br /><br />Although I always admired the acting talent of Joanne Kilmer and Timothy Dalton, this is a really terrible film. The script is horrible and full of clichés. Ann Margarets cameo as Belle Watling is so awful I wanted to slap her.<br /><br />The only worthwhile thing in the movie is Sean Bean who gives a masterful bravura performance as the sexy, feral villain - Lord Fenton. Sean Bean's performance is along the lines of ""The Man You Love to Hate"" and portrays",negative,2,"40898, 46605","Alexandra Ripley wrote a horrible sequel to Margaret Mitchell's masterpiece book published in the 1930's. Margaret Mitchell's heirs sold out their rights and for big bucks allowed Alexandra Ripley to write a piece of junk book even worse than Barbara Cortland romance novels. I was a huge fan of Margaret Mitchells book and the fake sequel by Alexandra Ripley was written just to cash in for money.<br /><br />Although I always admired the acting talent of Joanne Kilmer and Timothy Dalton, this is a really terrible film. The script is horrible and full of clichés. Ann Margarets cameo as Belle Watling is so awful I wanted to slap her.<br /><br />The only worthwhile thing in the movie is Sean Bean who gives a masterful bravura performance as the sexy, feral villain - Lord Fenton. Sean Bean's performance is along the lines of ""The Man You Love to Hate"" and portrays an unsafe sex symbol.<br /><br />But Sean Bean is only in the first half of the movie so you then have to be tormented with watching an incredibly long 6 hour movie with an insufferably boring script.<br /><br />Don't waste your money on this film, unless you are a hard core Sean Bean fan and just watch it for his wonderful performance."
"Ah yet another Seagal movie.In no less than a few mere months arrive to populate the video store shelves.As bad as Submerged?No.But that is not saying much.Like perfume on a pig.<br /><br />Seagal is professional thief who wants to quit,but goes for one last job only to be double-crossed by his boss.He lands in Prison and is befriended by a Gangster who helps him to break out and seek payback.<br /><br />Its good to see Seagal finally not playing an agent,cop,or what he usually plays.We actually get a USA Location in Las Vegas it seems. Then an eastern European territory as usual. There is no wire-Fu either here.Don Fauntleroy does an okay job.<br /><br />However most of the action and fight scenes with Stevie are clearly doubles.Scenes from other movies,a lack of realism and logic in even tiniest situation.Seagal and Treech make a so-so team inspiring(unintentional) laughs one minute.Sighs the",negative,2,"13499, 23900","Ah yet another Seagal movie.In no less than a few mere months arrive to populate the video store shelves.As bad as Submerged?No.But that is not saying much.Like perfume on a pig.<br /><br />Seagal is professional thief who wants to quit,but goes for one last job only to be double-crossed by his boss.He lands in Prison and is befriended by a Gangster who helps him to break out and seek payback.<br /><br />Its good to see Seagal finally not playing an agent,cop,or what he usually plays.We actually get a USA Location in Las Vegas it seems. Then an eastern European territory as usual. There is no wire-Fu either here.Don Fauntleroy does an okay job.<br /><br />However most of the action and fight scenes with Stevie are clearly doubles.Scenes from other movies,a lack of realism and logic in even tiniest situation.Seagal and Treech make a so-so team inspiring(unintentional) laughs one minute.Sighs the rest.<br /><br />Several notable faces turn up to slum it.. sleepy Kevin Tighe is a long way from his emergency days.Nick Mancuso shows up in sleepwalking mode to take a check.No more rappers.Please?<br /><br />At this point the action scenes and plots are more predictable and recycled generically more than ever.Its a stale scene that Seagal needs to get out of or hang it up.He should have gotten out a while ago."
"After some internet surfing, I found the ""Homefront"" series on DVD at ioffer.com. Before anyone gets excited, the DVD set I received was burned by an amateur from home video tapes recorded off of their TV 15 years ago. The resolution and quality are poor. The images look like you would expect old re-recorded video to look. Although the commercials were edited out, the ending credits of each episode still have voice-over announcements for the segway into the ABC news program ""Nightline"", complete with the top news headlines from the early 1990's. Even with the poor image quality, the shows were watch-able and the sound quality was fine.<br /><br />To this show's credit, the casting was nearly perfect. Everyone was believable and really looked the part. Their acting was also above average. The role of Jeff Metcalf is played particularly well by Kyle Chandler (most recently seen in the 2005",negative,2,"11849, 47673","After some internet surfing, I found the ""Homefront"" series on DVD at ioffer.com. Before anyone gets excited, the DVD set I received was burned by an amateur from home video tapes recorded off of their TV 15 years ago. The resolution and quality are poor. The images look like you would expect old re-recorded video to look. Although the commercials were edited out, the ending credits of each episode still have voice-over announcements for the segway into the ABC news program ""Nightline"", complete with the top news headlines from the early 1990's. Even with the poor image quality, the shows were watch-able and the sound quality was fine.<br /><br />To this show's credit, the casting was nearly perfect. Everyone was believable and really looked the part. Their acting was also above average. The role of Jeff Metcalf is played particularly well by Kyle Chandler (most recently seen in the 2005 remake of King Kong). The period costumes were very authentic as were the sets, especially the 1940s kitchens with vintage appliances and décor. The direction was also creative and different for a TV show at that time. For example, conversations between characters were sometimes inter-cut with conversations about the same subject between other characters in different scenes. The dialog of the different conversations was kept fluid despite cutting back and fourth between the different characters and locations. That takes good direction and editing and they made it work in this case.<br /><br />As I started watching this series again I suddenly remembered why I lost interest in it 15 years ago. Despite all the ingredients for a fine show, the plots and story lines are disappointing and confusing right from the start. For one thing, the name of the show itself is totally misleading. When WWII ended in 1945, there was no more fighting so obviously there was no longer a ""homefront"" either. Curiously, the first episode of the show ""Homefront"" begins in 1945 after the war had ended. That's like shooting the first episode of ""Gilligan's Island"" showing the castaways being rescued. The whole premise of the show's namesake is completely lost. I still held on to hope with the possibility of the rest of the series being a flashback but no, the entire show takes place from 1946 through 1948. Additionally, this series fails miserably in any attempt to accurately portray any historical events of the late 1940's. By the third episode, it becomes obvious that this series was nothing more than a thinly veiled vehicle for an ultra left-wing political agenda. The show is set in River Run Ohio, near Toledo. However, the show's ongoing racism theme makes it look more like Jackson Mississippi than Ohio. Part of the ensemble cast are Dick Williams, Hattie Winston and Sterling Macer Jr. who portray the Davis family. Much of the series shows the Davis family being discriminated against by the evil ""whites"" to the point of being ridiculous and totally absurd if not laughable. The racism card has been played and over played by Hollywood now for over 40 years. We get it. We're also tired of having our noses rubbed in it on a daily basis. The subject of racism is also unpopular with viewers and it is the kiss of death for any show, as it was for ""Homefront"". The acting talents of Williams, Winston and Macer were wasted in their roles as the stereotypical ""frightened / angry black family"". The wildly exaggerated racism in this series makes it look like everyone in Ohio was a KKK member or something. The racism issue could have been addressed in this show in a single episode with a simple punch in the nose or fist-fight in which a bigot gets a well deserved thrashing, and leave it at that. Devoting a major portion of the series to the racism thing gets really old really quick and its just plain stupid.<br /><br />In yet another ridiculous plot line, the big boss of a local factory (Ken Jenkins) is portrayed as an Ebenezer Scrooge like character who is against pensions and raises and is unconcerned about acid dripping on his employees. The workers revolt and take over the factory in a blatant pro-communist propaganda message to the viewer.<br /><br />Personally, I think this series had great potential. The writers could have easily placed the timeline in 1941  1945 as the title suggests and shown the hardships of food and gas rationing and working 14 hour days at war factories. Of course the loss of brothers, sons and husbands fighting overseas would have also added drama. The situation was also perfect for writing in special guest stars as military or USO personnel passing through their town during training or en-route to Europe or the Pacific. The possibilities for good story lines and plots are endless. But no, the writers of Homefront (David Assael and James Grissom) completely ignored any relevant or interesting plots. Instead, they totally missed the point and strayed into a bizarre and irrelevant obsession with racism and left-wing politics. It would be unfair to the actors to condemn the entire series but the plots and situations in which they were placed are total garbage."
"After seeing Meredith in ""Beyond the Prairie"" I had to buy another film with her staring. I cannot believe how she let herself into this teenage flick. It's best to watch this one with the sound off but just concentrate on Meredith as she moves across the screen. Save your money until the TV network comes out with a DVD on ""Beyond the Prairie"". It's worth it at any price, this one needs to pay you to see. <br /><br />This pretty lady needs someone to put her into a script that can use both her talent as an actress and her beauty as a woman. Perhaps some of her latest might fit but I haven't seen them. She has the smile of a Cathrine Bell and eyes of Dana Delany with a much younger body.<br /><br />",positive,2,"41539, 47733","After seeing Meredith in ""Beyond the Prairie"" I had to buy another film with her staring. I cannot believe how she let herself into this teenage flick. It's best to watch this one with the sound off but just concentrate on Meredith as she moves across the screen. Save your money until the TV network comes out with a DVD on ""Beyond the Prairie"". It's worth it at any price, this one needs to pay you to see. <br /><br />This pretty lady needs someone to put her into a script that can use both her talent as an actress and her beauty as a woman. Perhaps some of her latest might fit but I haven't seen them. She has the smile of a Cathrine Bell and eyes of Dana Delany with a much younger body.<br /><br />"
"After reading previews for this movie I thought it would be a let down, however after I got my region 1 dvd ( the dvd was available before the film hit the uk cinemas) I was pleasantly surprised, strong performances from all cast members make this a very enjoyable movie. The fact that the script is quite weak means that you dont get bogged down in story and therefore the repeat viewing factor is greater. I recommend this movie to one and all<br /><br />",positive,2,"21927, 27341","After reading previews for this movie I thought it would be a let down, however after I got my region 1 dvd ( the dvd was available before the film hit the uk cinemas) I was pleasantly surprised, strong performances from all cast members make this a very enjoyable movie. The fact that the script is quite weak means that you dont get bogged down in story and therefore the repeat viewing factor is greater. I recommend this movie to one and all<br /><br />"
"After losing the Emmy for her performance as Mama Rose in the television version of GYPSY, Bette won an Emmy the following year for BETTE MIDLER: DIVA LAS VEGAS, a live concert special filmed for HBO from Las Vegas. Midler, who has been performing live on stage since the 1970's, proves that she is still one of the most electrifying live performers in the business. From her opening number, her classic ""Friends"", where she descends from the wings atop a beautiful prop cloud, Bette commands the stage with style and charisma from a rap-styled number called ""I Look Good"" she then proves that she has a way with a joke like few other performers in this business as she segues her way through a variety of musical selections. The section of the show where she salutes burlesque goes on a little too long but she does manage to incorporate her",positive,2,"10473, 43439","After losing the Emmy for her performance as Mama Rose in the television version of GYPSY, Bette won an Emmy the following year for BETTE MIDLER: DIVA LAS VEGAS, a live concert special filmed for HBO from Las Vegas. Midler, who has been performing live on stage since the 1970's, proves that she is still one of the most electrifying live performers in the business. From her opening number, her classic ""Friends"", where she descends from the wings atop a beautiful prop cloud, Bette commands the stage with style and charisma from a rap-styled number called ""I Look Good"" she then proves that she has a way with a joke like few other performers in this business as she segues her way through a variety of musical selections. The section of the show where she salutes burlesque goes on a little too long but she does manage to incorporate her old Sophie Tucker jokes here to good advantage (even though she actually forgets one joke in the middle of telling it, but her ad-libbing until she remembers it is hysterical). Bette also treats us to ""Rose's Turn"" from GYPSY and the title tune from her smash film THE ROSE as well as a shameless plug for her hit movie THE FIRST WIVES CLUB. She brings the house down near the end with ""Stay with Me, Baby"" from THE ROSE and her only #1 hit record, ""Wind Beneath My Wings"" from BEACHES. It's a dazzling evening of musical comedy entertainment and for Midler fans, it's a must."
"After all these years, of Peter O'Tool's brilliant, costly giving of his Soul, film after film, at last, Hollywood tosses him an Oscar recently.<br /><br />Country Dance showed up one night late, and of course, blew me out of my complainant niche in my alleged ""Life"". How does he do it?<br /><br />York again also is brilliant in this kind of play. Both psychological battleships loaded for bear....<br /><br />Bravo to author, director, cast, and camera crew. No wonder the Nazi's lost to these Irish, Scot, English blends....brutal honesty hurts...back in the 70's, when I personally believed ""honesty"" was pure and absolutely vital to trust. I have modified my edgy extremes, and will settle for more human, warm flaws within myself and others.<br /><br />Forgiveness allows humanity to have a reverse gear, and allows us to fix our own bull headed egos and erotic mistakes....",positive,2,"32958, 35997","After all these years, of Peter O'Tool's brilliant, costly giving of his Soul, film after film, at last, Hollywood tosses him an Oscar recently.<br /><br />Country Dance showed up one night late, and of course, blew me out of my complainant niche in my alleged ""Life"". How does he do it?<br /><br />York again also is brilliant in this kind of play. Both psychological battleships loaded for bear....<br /><br />Bravo to author, director, cast, and camera crew. No wonder the Nazi's lost to these Irish, Scot, English blends....brutal honesty hurts...back in the 70's, when I personally believed ""honesty"" was pure and absolutely vital to trust. I have modified my edgy extremes, and will settle for more human, warm flaws within myself and others.<br /><br />Forgiveness allows humanity to have a reverse gear, and allows us to fix our own bull headed egos and erotic mistakes...."
"Admittedly, you can put a model airplane against a black background and call it sci-fi, and thats enough to get me interested, so if you are like that, Black Horizon will at least get you interested before you watch it. The best part of the movie is when they rehash some actual footage of a shuttle launch.<br /><br />The movie plays like the Naked Gun series, spoofing cop dramas with bad clichés and bad acting. Unfortunately, i don't think they meant to be funny, the actors really are made of cardboard, the dialog really does suck, so well just have to laugh at them, and not with them.<br /><br />On a side note, it is rare to see a movie that takes place half in outer space, half on earth, and doesn't mix in the expected extraterrestrials and supernatural events. I really do ache for more realistic drama based on",negative,2,"36801, 41140","Admittedly, you can put a model airplane against a black background and call it sci-fi, and thats enough to get me interested, so if you are like that, Black Horizon will at least get you interested before you watch it. The best part of the movie is when they rehash some actual footage of a shuttle launch.<br /><br />The movie plays like the Naked Gun series, spoofing cop dramas with bad clichés and bad acting. Unfortunately, i don't think they meant to be funny, the actors really are made of cardboard, the dialog really does suck, so well just have to laugh at them, and not with them.<br /><br />On a side note, it is rare to see a movie that takes place half in outer space, half on earth, and doesn't mix in the expected extraterrestrials and supernatural events. I really do ache for more realistic drama based on our space endeavors."
"A truly excellent look at the world and the realities of being a heroin addict. The movie is one that will hit much too close to home to those who were involved in the drug culture and have knowledge of what being(or being around) a heroin addict really is. Good movie, which will never truly be outdated. Excellent performances by all involved and the minimalist set is Preminger's way of showing how bleak a JUNKIE'S world can become. Worth a look--an education of sorts. The golden arm is a worried look at the truth of the underground life of pain a junkie lives in.",positive,2,"25203, 47979","A truly excellent look at the world and the realities of being a heroin addict. The movie is one that will hit much too close to home to those who were involved in the drug culture and have knowledge of what being(or being around) a heroin addict really is. Good movie, which will never truly be outdated. Excellent performances by all involved and the minimalist set is Preminger's way of showing how bleak a JUNKIE'S world can become. Worth a look--an education of sorts. The golden arm is a worried look at the truth of the underground life of pain a junkie lives in."
"A talented high school graduating senior with a bad attitude is forced to play in the state all-star high school football game. When he meets and falls for an attractive local girl she helps him realize he has a shot at a 'full ride' scholarship if he plays well.<br /><br />All too often, these dramas fall into formulaic traps and tell the same old story of a troubled and confused teen. FULL RIDE's Matt Sabo certainly fits this profile, but below the surface is a much more unique individual than we usually see in this genre. Matt is the center of the action and he is a realistic teenager, both over-confident and vulnerable, optimistic and cynical by turns. Influenced by Amy, Matt grows into a man of character and heart. He, in turn, forms friendships with his teammates, which influences his growth as an athlete and as a team player.<br",positive,2,"34969, 48624","A talented high school graduating senior with a bad attitude is forced to play in the state all-star high school football game. When he meets and falls for an attractive local girl she helps him realize he has a shot at a 'full ride' scholarship if he plays well.<br /><br />All too often, these dramas fall into formulaic traps and tell the same old story of a troubled and confused teen. FULL RIDE's Matt Sabo certainly fits this profile, but below the surface is a much more unique individual than we usually see in this genre. Matt is the center of the action and he is a realistic teenager, both over-confident and vulnerable, optimistic and cynical by turns. Influenced by Amy, Matt grows into a man of character and heart. He, in turn, forms friendships with his teammates, which influences his growth as an athlete and as a team player.<br /><br />FULL RIDE has all the elements we love to see in a movie--great acting, admirable characters, exciting sports scenes, poignant drama, and a love story. Still, while one may have seen these elements in other films, FULL RIDE is assisted by performances that are sincere and occasionally, even moving. Perhaps what's most impressive about FULL RIDE is its sense of reality. Although the author of the previous comment would seem to disagree, (clearly a disgruntled student who, for quite obvious reasons, received a poor grade in his film class) director Mark Hoeger grounds the film in a believable situation and location and does a great job of getting down to the grit of what life is like in a small town. These characters are real people rooted in realistic situations, which often create the most compelling entertainment. On one level it is a love story, on another it is a character study, and yet another it is a simple football film. All of these ideas come together to form a cohesive vehicle."
"Having already seen the original ""Jack Frost"", I never thought that ""Jack Frost 2"" would be as absurd as it is. Boy was I wrong! Then again, A-PIX movies have a way of showing unbelievably bad material, even worse than you might expect. I believe this is the first A-PIX sequel, and it may be an indication of what to expect in the future: more A-PIX sequels.<br /><br />It's hard to watch this without laughing, especially during the later parts of the movie in which Jack Frost's offspring (which are essentially snowballs with eyes, arms, a mouth and sharp teeth) start killing people with the typical comedic dialogue and silly voices to go with it. They are shown both as puppets (with a stick underneath to move them) and as computer animation, which I have to say looks very cheesy. The computer animation surprised me, as the first ""Jack Frost""",negative,2,"8131, 40016","Having already seen the original ""Jack Frost"", I never thought that ""Jack Frost 2"" would be as absurd as it is. Boy was I wrong! Then again, A-PIX movies have a way of showing unbelievably bad material, even worse than you might expect. I believe this is the first A-PIX sequel, and it may be an indication of what to expect in the future: more A-PIX sequels.<br /><br />It's hard to watch this without laughing, especially during the later parts of the movie in which Jack Frost's offspring (which are essentially snowballs with eyes, arms, a mouth and sharp teeth) start killing people with the typical comedic dialogue and silly voices to go with it. They are shown both as puppets (with a stick underneath to move them) and as computer animation, which I have to say looks very cheesy. The computer animation surprised me, as the first ""Jack Frost"" had no such effects.<br /><br />I'd strongly recommend that you see the original ""Jack Frost"" before seeing this one (both of which it would be preferable to watch with a group of friends) to get the full amusement out of it, and because it would make more sense (""sense"" being a relative term).<br /><br />Now only if there was ""Uncle Sam 2""..."
"Having been pleasantly surprised by Sandra Bullock's performance in Miss Congeniality, I decided to give Murder By Numbers a shot. While decent in plucky, self-effacing roles, Ms. Bullock's performance in ""serious"" roles (see Hope Floats, Speed 2, 28 Days) leave much to be desired. Her character is at the same time omniscient, confused, and sexually maladjusted (the sub-plot of Sandra's past comes across as needless filler that does little to develop her already shallow character). The two teenage boys gave decent performances, although their forensics expertise and catch-me-if-can attitude is belied by stupid errors that scream ""We did it!"" Chris Penn as the all-too-obvious suspect is wasted here, as is Ben Chaplin's token partner/love interest character.<br /><br />***Spoilers Ahead*** Mediocre acting aside, the biggest flaws can be traced to a TV-of-the-week plot that never has you totally buying into the murder motives in the first place, and as mentioned, the",negative,2,"25266, 27901","Having been pleasantly surprised by Sandra Bullock's performance in Miss Congeniality, I decided to give Murder By Numbers a shot. While decent in plucky, self-effacing roles, Ms. Bullock's performance in ""serious"" roles (see Hope Floats, Speed 2, 28 Days) leave much to be desired. Her character is at the same time omniscient, confused, and sexually maladjusted (the sub-plot of Sandra's past comes across as needless filler that does little to develop her already shallow character). The two teenage boys gave decent performances, although their forensics expertise and catch-me-if-can attitude is belied by stupid errors that scream ""We did it!"" Chris Penn as the all-too-obvious suspect is wasted here, as is Ben Chaplin's token partner/love interest character.<br /><br />***Spoilers Ahead*** Mediocre acting aside, the biggest flaws can be traced to a TV-of-the-week plot that never has you totally buying into the murder motives in the first place, and as mentioned, the stupid errors (vomiting up a rare food on the murder scene, an all too convenient and framing of the school janitor, the two boys hanging out together in public, a convenient love interest to cause friction, etc. etc) cause the view to go from being intrigues to being bored and disappointed by the murderers. The ending was strictly ""By the Numbers"" and was probably the most disappointing aspect of the movie. Using the now-cliched tactic of almost showing the climactic scene at the beginning of the film, and then filling the audience in how we arrived at that moment, the final scenes surprise no one and lacked any of the so-called intelligence the film purported to arrive at it's conclusion. A somewhat promising concept, but poorly executed and weak in nearly every way. * out of ****."
